titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url;precio_m2;es_piso_alto;es_estudio;metros_por_habitacion;log_precio;penalizacion_sin_ascensor;score_calidad
Piso en Calle del Conde de Aranda, Recoletos, Madrid;Recoletos;2200;80;1;1;5;1;0;1;1;1;1;https://www.idealista.com/inmueble/110160418/;27.5;1;0;80.0;7.696212639346407;0;5
Piso en Calle de Serrano, Recoletos, Madrid;Recoletos;2210;60;1;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/101936119/;36.83;1;0;60.0;7.700747794511798;0;3
Piso en Calle de Columela, 2, Recoletos, Madrid;Recoletos;10000;192;3;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110129267/;52.08;0;0;64.0;9.210340371976184;0;0
Piso en Recoletos, Madrid;Recoletos;6000;148;3;2;2;1;0;1;1;0;1;https://www.idealista.com/inmueble/110056292/;40.54;0;0;49.33;8.699514748210191;0;4
Piso en Calle de Núñez de Balboa, Recoletos, Madrid;Recoletos;4600;130;2;3;1;1;1;0;1;1;0;https://www.idealista.com/inmueble/109660183/;35.38;0;0;65.0;8.433811582477187;0;4
Piso en Calle de Hermosilla, 26, Recoletos, Madrid;Recoletos;4000;170;3;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110202162/;23.53;1;0;56.67;8.294049640102028;0;3
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;5;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/108439026/;18.02;1;0;66.6;8.699514748210191;0;2
Piso en Calle del Conde de Aranda, Recoletos, Madrid;Recoletos;3900;82;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/104452133/;47.56;0;0;41.0;8.268731832117737;0;3
Estudio en Calle de Lagasca, Madrid, Recoletos, Madrid;Recoletos;1200;33;0;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/82426954/;36.36;0;1;33.0;7.090076835776092;0;4
Piso en Calle de Villanueva, Recoletos, Madrid;Recoletos;2600;75;1;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/109963329/;34.67;1;0;75.0;7.8632667240095735;1;0
Piso en Recoletos, Madrid;Recoletos;6200;200;4;3;4;1;1;1;1;1;0;https://www.idealista.com/inmueble/110190330/;31.0;1;0;50.0;8.732304571033183;0;5
Piso en Recoletos, Madrid;Recoletos;4500;114;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/107620273/;39.47;0;0;57.0;8.411832675758411;0;3
Piso en Calle del Marqués del Duero, Recoletos, Madrid;Recoletos;6995;237;3;3;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110187385/;29.51;1;0;79.0;8.852950887099581;0;3
Piso en Recoletos, Madrid;Recoletos;9500;326;4;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109298649/;29.14;1;0;81.5;9.159047077588632;0;4
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109195948/;18.02;1;0;66.6;8.699514748210191;1;0
Piso en Calle de Velázquez, Recoletos, Madrid;Recoletos;7500;203;3;3;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/105002711/;36.95;1;0;67.67;8.922658299524402;0;3
Piso en Calle de Hermosilla, Madrid, 37, Recoletos, Madrid;Recoletos;5922;110;3;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/84067013/;53.84;0;0;36.67;8.686429508661536;0;3
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;13000;250;4;5;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/91690715/;52.0;1;0;62.5;9.472704636443673;0;4
Piso en Calle del Conde de Aranda, 9, Recoletos, Madrid;Recoletos;3240;69;1;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/97408778/;46.96;0;0;69.0;8.083328608786376;0;4
Piso en Calle de Jorge Juan, 43, Recoletos, Madrid;Recoletos;3645;70;2;2;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/103134614/;52.07;1;0;35.0;8.201111644442758;0;4
Piso en Calle de jorge juan, 21, Recoletos, Madrid;Recoletos;2700;50;1;1;6;1;0;1;1;1;1;https://www.idealista.com/inmueble/32350299/;54.0;1;0;50.0;7.90100705199242;0;5
Piso en Calle de Claudio Coello, Recoletos, Madrid;Recoletos;2395;65;1;1;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/101137195/;36.85;1;0;65.0;7.781138509845015;0;4
Dúplex en Calle de Hermosilla, Recoletos, Madrid;Recoletos;5000;150;3;3;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/110148792/;33.33;1;0;50.0;8.517193191416238;0;4
Piso en Calle de Castelló, 47, Recoletos, Madrid;Recoletos;6008;160;3;2;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/35425767/;37.55;0;0;53.33;8.700847193443972;0;4
Piso en Calle Gurtubay, Recoletos, Madrid;Recoletos;10000;285;4;5;4;1;0;0;1;0;1;https://www.idealista.com/inmueble/106990751/;35.09;1;0;71.25;9.210340371976184;0;3
Piso en Calle del Marqués del Duero, Recoletos, Madrid;Recoletos;5000;205;5;3;4;1;0;0;1;0;0;https://www.idealista.com/inmueble/106679617/;24.39;1;0;41.0;8.517193191416238;0;2
Piso en Velazquez, Recoletos, Madrid;Recoletos;4000;170;3;2;5;1;1;0;1;1;1;https://www.idealista.com/inmueble/36752500/;23.53;1;0;56.67;8.294049640102028;0;5
Piso en Calle de Villanueva, 2, Recoletos, Madrid;Recoletos;4995;120;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/89005145/;41.62;1;0;60.0;8.516192691082654;0;3
Piso en Calle de Núñez de Balboa, 42, Recoletos, Madrid;Recoletos;8532;177;3;3;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/104858070/;48.2;1;0;59.0;9.05157907959124;0;4
Piso en Calle de Recoletos, 9, Recoletos, Madrid;Recoletos;5400;125;3;3;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/103337541/;43.2;1;0;41.67;8.594154232552366;0;3
Piso en Calle de Claudio Coello, Recoletos, Madrid;Recoletos;4560;107;3;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/106652199/;42.62;0;0;35.67;8.425077902508432;0;3
Piso en Calle de Villanueva, 2, Recoletos, Madrid;Recoletos;2900;75;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/109222632/;38.67;1;0;75.0;7.9724660159745655;0;4
Ático en Calle de Serrano, Recoletos, Madrid;Recoletos;2995;69;1;1;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/106622034/;43.41;1;0;69.0;8.00469951054955;0;4
Piso en Calle de Ayala, Recoletos, Madrid;Recoletos;1600;69;1;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110094865/;23.19;1;0;69.0;7.3777589082278725;0;3
Piso en Calle Velázquez, Recoletos, Madrid;Recoletos;3990;133;2;2;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/109472381/;30.0;1;0;66.5;8.29154650988391;0;3
Piso en Calle Villalar, Recoletos, Madrid;Recoletos;4300;117;2;2;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/94699119/;36.75;1;0;58.5;8.366370301681654;0;4
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;2450;48;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/109733048/;51.04;1;0;48.0;7.803843303538772;0;3
Piso en Calle del Cid, Recoletos, Madrid;Recoletos;2850;60;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/107974624/;47.5;0;0;60.0;7.955074273262696;0;3
Piso en Calle Velázquez, Recoletos, Madrid;Recoletos;9500;325;4;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109148609/;29.23;1;0;81.25;9.159047077588632;0;4
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;2450;63;1;1;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/105218515/;38.89;1;0;63.0;7.803843303538772;0;4
Piso en Calle Alcalá, Recoletos, Madrid;Recoletos;12000;238;3;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109855380/;50.42;1;0;79.33;9.392661928770137;1;0
Ático en Calle Velázquez, Recoletos, Madrid;Recoletos;7500;203;3;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/107177101/;36.95;1;0;67.67;8.922658299524402;1;0
Piso en Calle de Lagasca, Recoletos, Madrid;Recoletos;3200;121;3;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109686704/;26.45;0;0;40.33;8.070906088787819;0;0
Piso en Calle de Núñez de Balboa, Recoletos, Madrid;Recoletos;3300;133;3;3;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/109190682/;24.81;1;0;44.33;8.101677747454572;0;2
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;5;3;1;0;1;1;0;0;https://www.idealista.com/inmueble/94292355/;18.02;1;0;66.6;8.699514748210191;0;3
Piso en Recoletos, Madrid;Recoletos;3600;144;3;2;5;1;0;1;1;0;0;https://www.idealista.com/inmueble/110142907/;25.0;1;0;48.0;8.1886891244442;0;3
Piso en Calle Velázquez, Recoletos, Madrid;Recoletos;7500;185;3;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/110147876/;40.54;1;0;61.67;8.922658299524402;1;0
Piso en Calle de Claudio Coello, Recoletos, Madrid;Recoletos;2790;75;1;5;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/101677583/;37.2;0;0;75.0;7.933796874815411;0;4
Piso en Calle de Alcalá, Recoletos, Madrid;Recoletos;12000;238;3;4;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/106893486/;50.42;1;0;79.33;9.392661928770137;0;4
Piso en Calle de Don Ramón de la Cruz, Recoletos, Madrid;Recoletos;4325;165;3;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/101993328/;26.21;1;0;55.0;8.37216741936598;0;3
Piso en Calle de Gil de Santivañes, Recoletos, Madrid;Recoletos;3800;105;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/100968226/;36.19;0;0;52.5;8.242756345714477;0;4
Piso en Calle de Ayala, Recoletos, Madrid;Recoletos;3565;133;2;2;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/98651152/;26.8;0;0;66.5;8.178919332848396;0;4
Piso en Calle de Claudio Coello, Recoletos, Madrid;Recoletos;3800;98;3;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/99855138/;38.78;0;0;32.67;8.242756345714477;0;3
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;5;3;1;1;0;1;0;1;https://www.idealista.com/inmueble/103854903/;18.02;1;0;66.6;8.699514748210191;0;4
Piso en Calle Velázquez, Recoletos, Madrid;Recoletos;10000;300;3;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109655809/;33.33;1;0;100.0;9.210340371976184;0;4
Piso en Calle de Serrano, 62, Recoletos, Madrid;Recoletos;8500;272;4;4;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/98923977/;31.25;1;0;68.0;9.047821442478408;0;4
Piso en Recoletos, Madrid;Recoletos;13000;270;4;4;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/109164264/;48.15;0;0;67.5;9.472704636443673;0;2
Dúplex en Calle de Salustiano Olózaga, Recoletos, Madrid;Recoletos;8000;270;5;3;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/100979919/;29.63;0;0;54.0;8.987196820661973;0;5
Piso en Calle de Ayala, Recoletos, Madrid;Recoletos;2200;96;1;1;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/109936604/;22.92;1;0;96.0;7.696212639346407;0;2
Dúplex en Calle de Salustiano Olózaga, Recoletos, Madrid;Recoletos;8000;245;5;3;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/91419290/;32.65;0;0;49.0;8.987196820661973;0;6
Piso en Recoletos, Madrid;Recoletos;2500;128;2;1;6;1;0;1;1;0;0;https://www.idealista.com/inmueble/109899748/;19.53;1;0;64.0;7.824046010856292;0;3
Piso en Recoletos, Madrid;Recoletos;2200;70;2;1;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/110182676/;31.43;1;0;35.0;7.696212639346407;0;2
Estudio en Recoletos, Madrid;Recoletos;1100;30;0;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110182471/;36.67;0;1;30.0;7.003065458786462;0;3
Piso en Recoletos, Madrid;Recoletos;8000;206;5;5;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/110105304/;38.83;0;0;41.2;8.987196820661973;0;5
Piso en Calle Alcalá, Recoletos, Madrid;Recoletos;7750;222;4;5;3;1;1;1;1;1;1;https://www.idealista.com/inmueble/108539060/;34.91;1;0;55.5;8.955448122347393;0;6
Piso en Calle de Deyanira, 31, Rejas, Madrid;Rejas;1700;137;3;2;3;1;1;1;0;0;0;https://www.idealista.com/inmueble/109607126/;12.41;1;0;45.67;7.438383530044307;0;3
Piso en Calle de Carmen Laforet, s/n, Rejas, Madrid;Rejas;2200;75;3;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110111530/;29.33;0;0;25.0;7.696212639346407;0;0
Estudio en Calle de Ríos Rosas, 54, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1250;40;0;1;6;1;0;0;1;1;1;https://www.idealista.com/inmueble/103130697/;31.25;1;1;40.0;7.1308988302963465;0;4
Ático en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3250;120;3;2;6;1;0;1;1;0;1;https://www.idealista.com/inmueble/109768899/;27.08;1;0;40.0;8.086410275323782;0;4
Piso en Calle de María de Guzmán, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3500;102;3;4;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/106248841/;34.31;1;0;34.0;8.160518247477505;0;3
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1600;61;1;1;3;1;0;0;0;0;0;https://www.idealista.com/inmueble/103199482/;26.23;1;0;61.0;7.3777589082278725;0;1
Dúplex en Calle de Maudes, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1600;50;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/91043610/;32.0;0;0;50.0;7.3777589082278725;0;4
Piso en Calle de José Abascal, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2970;81;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/99383655/;36.67;0;0;40.5;7.996317231796746;0;3
Piso en Calle de María de Guzmán, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2300;100;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/110201132/;23.0;1;0;50.0;7.7406644019172415;0;3
Piso en Calle de Cristóbal Bordiú, 49, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1950;100;3;1;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/89744516/;19.5;0;0;33.33;7.575584651557793;0;2
Piso en Calle de Bretón de los Herreros, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2200;60;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109785907/;36.67;0;0;60.0;7.696212639346407;0;3
Piso en Calle de Espronceda, 30, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2600;80;2;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110191397/;32.5;1;0;40.0;7.8632667240095735;0;4
Piso en Calle Cristóbal Bordiú, 50, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1300;45;1;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/27054759/;28.89;1;0;45.0;7.170119543449628;1;0
Piso en Calle de Alenza, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;4370;147;4;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/108559356/;29.73;1;0;36.75;8.382518288089635;0;3
Piso en Calle de Málaga, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1670;63;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/109541106/;26.51;1;0;63.0;7.4205789054108005;0;3
Piso en Calle de Alenza, 5, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2250;121;3;2;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/89421668/;18.6;1;0;40.33;7.718685495198466;0;2
Piso en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2715;90;2;2;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/97208965/;30.17;0;0;45.0;7.906547232368036;0;4
Piso en Calle de Málaga, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2250;78;2;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/98170894/;28.85;0;0;39.0;7.718685495198466;0;3
Piso en Calle de Santa Engracia, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3155;133;3;2;7;1;0;1;1;1;0;https://www.idealista.com/inmueble/98428762/;23.72;1;0;44.33;8.056743774975313;0;4
Piso en Plaza del Descubridor Diego de Ordás, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1965;51;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/104837609/;38.53;0;0;51.0;7.583247524303362;0;3
Piso en Calle de Bretón de los Herreros, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2155;55;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/104417526/;39.18;1;0;27.5;7.675546002537848;0;3
Piso en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1975;50;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/102685366/;39.5;0;0;50.0;7.5883236773352225;0;3
Piso en Modesto Lafuente, 57, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3330;95;2;2;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/38941658/;35.05;1;0;47.5;8.110727582974489;0;5
Piso en Calle de Modesto Lafuente, 67, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2500;92;2;1;1;1;1;1;1;1;0;https://www.idealista.com/inmueble/109193159/;27.17;0;0;46.0;7.824046010856292;0;5
Piso en Calle de Zurbano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3800;181;3;3;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109989069/;20.99;0;0;60.33;8.242756345714477;0;3
Piso en Calle de Bretón de los Herreros, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1695;60;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/92292532/;28.25;0;0;60.0;7.43543801981455;0;4
Piso en Calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3200;140;3;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/109563009/;22.86;1;0;46.67;8.070906088787819;0;4
Piso en Calle Ponzano, 57, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;5000;150;2;3;1;1;0;0;0;1;1;https://www.idealista.com/inmueble/104103231/;33.33;0;0;75.0;8.517193191416238;0;3
Piso en Calle de Bravo Murillo, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2800;142;3;3;5;1;0;0;1;0;0;https://www.idealista.com/inmueble/110115562/;19.72;1;0;47.33;7.937374696163295;0;2
Piso en Plaza de San Juan de la Cruz, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1550;55;1;1;9;1;0;0;1;1;1;https://www.idealista.com/inmueble/110201423/;28.18;1;0;55.0;7.346010209913293;0;4
Piso en Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;4200;170;5;3;4;1;1;1;1;0;1;https://www.idealista.com/inmueble/110142761/;24.71;1;0;34.0;8.34283980427146;0;5
Piso en Calle de Cristóbal Bordiú, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3300;90;3;2;4;1;1;0;0;0;1;https://www.idealista.com/inmueble/110179611/;36.67;1;0;30.0;8.101677747454572;0;3
Piso en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1500;58;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110201479/;25.86;0;0;58.0;7.313220387090301;0;3
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;4500;130;3;2;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/109899980/;34.62;1;0;43.33;8.411832675758411;0;4
Piso en Calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2800;86;2;2;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/104527489/;32.56;1;0;43.0;7.937374696163295;0;3
Piso en Calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1700;68;2;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/110034049/;25.0;1;0;34.0;7.438383530044307;0;3
Piso en Calle de Modesto Lafuente, Madrid, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;4195;152;3;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/84032008/;27.6;0;0;50.67;8.341648618901306;0;3
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3550;160;3;3;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/96696935/;22.19;1;0;53.33;8.174702882469461;0;3
Piso en Calle de Vargas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2100;104;2;2;-1;1;0;1;1;0;1;https://www.idealista.com/inmueble/110095736/;20.19;0;0;52.0;7.649692623711514;0;4
Piso en Calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;3500;110;2;3;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/109909731/;31.82;0;0;55.0;8.160518247477505;0;4
Piso en Calle de Ponzano, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1700;64;1;1;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/109684553/;26.56;1;0;64.0;7.438383530044307;0;3
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1300;44;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110004198/;29.55;1;0;44.0;7.170119543449628;0;3
Piso en Calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2400;80;2;1;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/110105265/;30.0;1;0;40.0;7.783224016336037;0;3
Piso en Calle de Cristóbal Bordiú, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1250;39;1;1;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/109912857/;32.05;1;0;39.0;7.1308988302963465;0;4
Piso en Calle de María Panés, 14, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1900;91;2;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109958246/;20.88;0;0;45.5;7.549609165154532;0;3
Piso en Calle de Santa Engracia, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2500;76;2;1;2;1;0;1;1;0;0;https://www.idealista.com/inmueble/109600732/;32.89;0;0;38.0;7.824046010856292;0;3
Piso en Calle del Doctor Zamenhof, 18, Salvador, Madrid;Salvador;2850;174;2;2;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/109426596/;16.38;1;0;87.0;7.955074273262696;0;5
Piso en Calle del Doctor Zamenhof, Salvador, Madrid;Salvador;2800;174;2;2;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/109701966/;16.09;1;0;87.0;7.937374696163295;0;5
Piso en Godella, San Cristóbal, Madrid;San Cristóbal;1450;70;3;1;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/89019758/;20.71;0;0;23.33;7.27931883541462;0;2
Piso en Calle de Peña de la Atalaya, 99, San Diego, Madrid;San Diego;1100;30;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110207482/;36.67;1;0;30.0;7.003065458786462;0;4
Estudio en Calle de la Pintora Ángeles Santos, 4, San Diego, Madrid;San Diego;730;32;0;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/97392615/;22.81;1;1;32.0;6.593044534142437;0;3
Piso en Calle de Juan Navarro, 27, San Diego, Madrid;San Diego;1360;63;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/104731768/;21.59;1;0;63.0;7.215239978730097;0;5
Piso en Calle San Moisés, San Diego, Madrid;San Diego;1150;60;2;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109987992/;19.17;0;0;30.0;7.047517221357296;0;4
Piso en Plaza Puerto Rubio, San Diego, Madrid;San Diego;995;35;1;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110187737/;28.43;0;0;35.0;6.902742737158593;0;0
Estudio en Calle de María Bosch, s/n, San Diego, Madrid;San Diego;1200;32;0;1;0;1;0;1;0;1;1;https://www.idealista.com/inmueble/105233935/;37.5;0;1;32.0;7.090076835776092;0;4
Estudio en Calle Adora, San Fermín, Madrid;San Fermín;670;21;0;1;1;1;0;0;0;0;0;https://www.idealista.com/inmueble/110202984/;31.9;0;1;21.0;6.507277712385012;0;1
Piso en Calle Periana, San Fermín, Madrid;San Fermín;1500;80;3;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110181803/;18.75;0;0;26.67;7.313220387090301;0;0
Piso en Calle de Carabelos, San Fermín, Madrid;San Fermín;1400;64;3;1;7;1;0;1;0;1;1;https://www.idealista.com/inmueble/110009184/;21.88;1;0;21.33;7.24422751560335;0;4
Piso en Calle Zorzal, San Isidro, Madrid;San Isidro;1200;65;1;1;0;1;0;1;1;0;0;https://www.idealista.com/inmueble/110201460/;18.46;0;0;65.0;7.090076835776092;0;3
Piso en Calle Cidamón, San Juan Bautista, Madrid;San Juan Bautista;1600;80;3;2;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/90782481/;20.0;0;0;26.67;7.3777589082278725;0;4
Ático en Calle de Ulises, San Juan Bautista, Madrid;San Juan Bautista;4300;210;3;3;5;1;1;1;1;0;1;https://www.idealista.com/inmueble/110194334/;20.48;1;0;70.0;8.366370301681654;0;5
Piso en Calle de Agastia, 71, San Juan Bautista, Madrid;San Juan Bautista;3400;143;4;2;8;1;1;0;1;1;0;https://www.idealista.com/inmueble/103808111/;23.78;1;0;35.75;8.131530710604252;0;4
Piso en Calle de Juan Pérez Zúñiga, 15, San Pascual, Madrid;San Pascual;1300;70;2;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/98052073/;18.57;1;0;35.0;7.170119543449628;1;0
Estudio en Calle del General Aranaz, San Pascual, Madrid;San Pascual;1150;50;0;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/99299349/;23.0;0;1;50.0;7.047517221357296;0;3
Piso en Calle Hernández de Tejada, San Pascual, Madrid;San Pascual;1600;77;1;1;3;1;1;0;1;1;1;https://www.idealista.com/inmueble/110036341/;20.78;1;0;77.0;7.3777589082278725;0;5
Ático en Calle Hernández de Tejada, San Pascual, Madrid;San Pascual;1800;82;1;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/110053877/;21.95;0;0;82.0;7.495541943884256;0;6
Piso en Calle de Vicente Blasco Ibáñez, Sanchinarro, Madrid;Sanchinarro;1950;130;3;2;2;1;1;1;1;0;0;https://www.idealista.com/inmueble/35375793/;15.0;0;0;43.33;7.575584651557793;0;4
