titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url
Piso en Calle Juan de Mariana, 7, Delicias, Madrid;Delicias;1300;57;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/25800225/
Piso en Calle de Donoso Cortés, Gaztambide, Madrid;Gaztambide;2280;32;1;1;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/100037200/
Piso en San Pascual, Madrid;Otros Madrid;2400;102;3;2;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/36219638/
Piso en Calle de Jorge Juan, Goya, Madrid;Goya;3000;73;2;2;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/109670042/
Piso en Calle del Marqués del Duero, Recoletos, Madrid;Recoletos;6995;237;3;3;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110187385/
Piso en Calle del Castillo, Trafalgar, Madrid;Trafalgar;2620;51;1;1;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/103544489/
Piso en Chueca-Justicia, Madrid;Justicia;1650;50;2;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/107173436/
Chalet adosado en Canillas, Madrid;Otros Madrid;7000;750;5;5;-1;1;1;1;1;0;0;https://www.idealista.com/inmueble/109224325/
Piso en Avenida de Alberto Alcocer, 46, Nueva España, Madrid;Nueva España;1480;80;1;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/110185019/
Ático en Calle de la Primavera, Lavapiés-Embajadores, Madrid;Lavapiés;2200;42;1;1;4;1;0;1;0;1;0;https://www.idealista.com/inmueble/108983342/
Ático en Calle del General Pardiñas, Goya, Madrid;Goya;3950;115;2;2;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/110187167/
Piso en Argüelles, Madrid;Argüelles;4000;140;3;2;1;1;0;1;1;0;1;https://www.idealista.com/inmueble/108661379/
Piso en Calle de Orense, 12, Cuatro Caminos, Madrid;Cuatro Caminos;1500;40;1;1;13;1;1;0;1;1;1;https://www.idealista.com/inmueble/110186301/
Estudio en Calle de Antonio Grilo, Malasaña-Universidad, Madrid;Malasaña;1250;33;0;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/106045163/
Piso en Calle de Garci-Nuño, 21, Valdeacederas, Madrid;Valdeacederas;1480;50;2;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110184677/
Dúplex en Calle de la Bendición de Campos, Nueva España, Madrid;Nueva España;8300;690;5;6;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/109773689/
Estudio en Calle del Pilar de Zaragoza, 70, Guindalera, Madrid;Guindalera;950;57;0;1;2;1;0;1;0;1;1;https://www.idealista.com/inmueble/110184561/
Piso en Calle del Río, Palacio, Madrid;Palacio;1250;50;1;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/106584113/
Estudio en Calle de Sinesio Delgado, 13, Valdeacederas, Madrid;Valdeacederas;1263;20;0;1;2;1;1;0;1;1;0;https://www.idealista.com/inmueble/110185961/
Ático en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2070;80;2;2;9;1;1;1;0;0;1;https://www.idealista.com/inmueble/109298009/
Piso en Calle de Narváez, Goya, Madrid;Goya;1950;52;1;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/39239473/
Piso en CL Virtudes, Almagro, Madrid;Almagro;1650;53;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/109822370/
Piso en CL Jose Arcones Gil, Pueblo Nuevo, Madrid;Pueblo Nuevo;1200;81;2;1;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110186194/
Casa o chalet independiente en El Plantío, Madrid;Otros Madrid;23000;900;9;9;-1;0;1;1;1;1;0;https://www.idealista.com/inmueble/109958877/
Piso en Calle Picos de Europa, 23, Numancia, Madrid;Otros Madrid;1100;51;1;1;0;1;0;0;0;1;1;https://www.idealista.com/inmueble/107920393/
Piso en Reyes, Malasaña-Universidad, Madrid;Malasaña;1500;65;1;1;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/99137854/
Piso en Calle de Ramón Power, 40, Canillas, Madrid;Otros Madrid;1800;114;3;2;2;1;1;1;0;1;0;https://www.idealista.com/inmueble/110185539/
Piso en Calle de Zurbano, 84, Almagro, Madrid;Almagro;1650;45;1;2;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/109760102/
Piso en Calle Alameda, 18, Huertas-Cortes, Madrid;Cortes;1800;80;2;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/27277733/
Piso en Lista, Madrid;Lista;3500;123;2;2;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/108733785/
Piso en Calle del Corregidor Juan Francisco de Luján, Fontarrón, Madrid;Otros Madrid;1400;60;2;1;0;1;0;1;0;1;1;https://www.idealista.com/inmueble/109549593/
Ático en Avenida de Valdemarín, Valdemarín, Madrid;Otros Madrid;3050;166;4;4;-1;1;1;1;1;0;1;https://www.idealista.com/inmueble/109278670/
Piso en Trafalgar, Madrid;Trafalgar;1150;23;1;1;2;1;0;0;0;1;1;https://www.idealista.com/inmueble/110184663/
Piso en Recoletos, Madrid;Recoletos;9500;326;4;4;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/109298649/
Piso en Avenida Ventisquero de la Condesa, 12, Arroyo del Fresno, Madrid;Otros Madrid;1600;80;2;2;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/1766987/
Piso en Costanilla de los Ángeles, 15, Palacio, Madrid;Palacio;1600;76;1;1;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/95406893/
Piso en Calle de Müller, 42, Valdeacederas, Madrid;Valdeacederas;950;48;1;1;2;1;0;0;0;0;1;https://www.idealista.com/inmueble/107606178/
Piso en Calle del Marqués de la Ensenada, Chueca-Justicia, Madrid;Justicia;8500;206;2;3;11;1;0;0;1;1;1;https://www.idealista.com/inmueble/105581026/
Piso en Lista, Madrid;Lista;1000;55;1;1;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/110183767/
Piso en Calle de Joaquín María López, Gaztambide, Madrid;Gaztambide;2710;120;3;3;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/109885305/
Piso en Calle de San Buenaventura, Palacio, Madrid;Palacio;1900;70;1;1;0;1;0;0;0;1;0;https://www.idealista.com/inmueble/110183637/
Piso en Palacio, Madrid;Palacio;3500;125;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/109178959/
Piso en Calle de la Sierra de Atapuerca, 12, Las Tablas, Madrid;Las Tablas;2100;132;3;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/110183111/
Piso en Calle del Pinar, Castellana, Madrid;Castellana;6900;246;4;5;1;1;0;0;1;0;1;https://www.idealista.com/inmueble/109708304/
Estudio en Calle de Don Ramón de la Cruz, 62, Lista, Madrid;Lista;1500;43;0;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/109666057/
Piso en Calle del Gobernador, Huertas-Cortes, Madrid;Cortes;2170;56;2;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/99848561/
Estudio en Calle de Don Ramón de la Cruz, 62, Lista, Madrid;Lista;1500;43;0;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/109666057/
Dúplex en Paseo del Prado, Jerónimos, Madrid;Jerónimos;1700;120;1;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/109799072/
Piso en Calle de la Palma, Malasaña-Universidad, Madrid;Malasaña;2500;95;2;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/110182942/
Piso en Calle de las Orquídeas, Valdeacederas, Madrid;Valdeacederas;1650;55;1;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/107035091/
Piso en Calle de Rafael de Riego, Palos de la Frontera, Madrid;Otros Madrid;1784;91;2;1;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/110182790/
Piso en Calle de Orense, Cuzco-Castillejos, Madrid;Castillejos;1980;65;1;1;15;1;0;0;1;1;0;https://www.idealista.com/inmueble/109911372/
Chalet pareado en Calle del Doctor Thebussen, 10, Guindalera, Madrid;Guindalera;1198;82;2;1;-1;0;0;0;0;1;0;https://www.idealista.com/inmueble/110182732/
Ático en Glorieta de Ruiz Giménez, Malasaña-Universidad, Madrid;Malasaña;2700;92;2;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/105753221/
Piso en Calle de la Batalla del Salado, Palos de la Frontera, Madrid;Otros Madrid;1350;60;2;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/105493064/
Piso en Calle de Calvo Asensio, Gaztambide, Madrid;Gaztambide;1720;46;1;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/104716380/
Piso en Calle de Donoso Cortés, 37, Arapiles, Madrid;Arapiles;1400;53;2;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/95466799/
Piso en Castellana, Madrid;Castellana;4200;101;2;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/109569035/
Piso en Calle Periana, San Fermín, Madrid;Otros Madrid;1500;80;3;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110181803/
Piso en Calle del Doctor Fleming, 47, Nueva España, Madrid;Nueva España;2000;89;2;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/109780463/
Estudio en Calle Cerro del Murmullo, 11, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1200;80;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/106377932/
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109195948/
Piso en Plaza de las Peñuelas, Acacias, Madrid;Acacias;1900;70;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110181327/
Piso en Calle de San Marcos, Chueca-Justicia, Madrid;Justicia;11000;557;6;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/107030765/
Piso en Ps j a Vallejo-najera Botas, Acacias, Madrid;Acacias;1240;63;1;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110180813/
Piso en Calle del Príncipe de Vergara, Goya, Madrid;Goya;4950;137;2;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/103336327/
Piso en Avenida Isabel de Valois, 28, Sanchinarro, Madrid;Sanchinarro;1150;60;1;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/91487500/
Piso en Calle del Espejo, Palacio, Madrid;Palacio;1150;35;1;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/99582276/
Piso en Calle Doctor Lozano, 7, Numancia, Madrid;Otros Madrid;1450;80;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/28122481/
Piso en Calle del Doctor Fleming, 47, Nueva España, Madrid;Nueva España;2650;145;3;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/109780666/
Piso en Calle Cristóbal Bordiú, 50, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1300;45;1;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/27054759/
Piso en Calle Teresa López Valcárcel, Legazpi, Madrid;Legazpi;2800;136;3;1;11;0;0;0;0;0;0;https://www.idealista.com/inmueble/110022192/
Piso en Arapiles, Madrid;Arapiles;2000;73;2;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/110180592/
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;3200;95;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/107352386/
Piso en Calle de los Mancebos, Palacio, Madrid;Palacio;1330;59;1;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110180520/
Piso en Calle José María Lozano Sainz, 41, Los Ángeles, Madrid;Otros Madrid;960;60;1;1;12;0;0;0;0;0;0;https://www.idealista.com/inmueble/109148568/
Piso en Calle de la Povedilla, Goya, Madrid;Goya;1200;60;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110179808/
Piso en Calle de Orense, Cuzco-Castillejos, Madrid;Castillejos;1980;65;1;1;15;1;0;0;1;1;0;https://www.idealista.com/inmueble/109911372/
Piso en Calle de Ana de Austria, 57, Sanchinarro, Madrid;Sanchinarro;2300;166;4;2;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/110178512/
Ático en Glorieta de Ruiz Giménez, Malasaña-Universidad, Madrid;Malasaña;2700;92;2;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/105753221/
Piso en Calle de San Marcelo, 12, Ventas, Madrid;Ventas;1350;60;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/110177653/
Piso en Calle de Calvo Asensio, Gaztambide, Madrid;Gaztambide;1720;46;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/104716380/
Piso en Calle de Arrieta, Palacio, Madrid;Palacio;1390;46;1;1;5;1;0;0;0;1;1;https://www.idealista.com/inmueble/110179552/
Piso en Calle del Doctor Fleming, 47, Nueva España, Madrid;Nueva España;2000;89;2;2;6;1;0;1;0;0;1;https://www.idealista.com/inmueble/109780463/
Ático en Calle de la Princesa, 12, Malasaña-Universidad, Madrid;Malasaña;1050;32;1;1;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/106144563/
Piso en Castellana, Madrid;Castellana;4200;101;2;2;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/109569035/
Piso en Calle de Luis Vélez de Guevara, 6, Lavapiés-Embajadores, Madrid;Lavapiés;1600;110;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/104465912/
Piso en Calle de O'Donnell, Recoletos, Madrid;Recoletos;6000;333;5;3;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109195948/
Piso en Travesía de las Cañas, 1 b, Colina, Madrid;Otros Madrid;1750;75;2;2;-1;1;0;0;1;1;1;https://www.idealista.com/inmueble/106932032/
Piso en Calle de San Marcos, Chueca-Justicia, Madrid;Justicia;11000;557;6;5;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/107030765/
Piso en Calle de Gonzalo de Córdoba, s/n, Trafalgar, Madrid;Trafalgar;2000;75;2;2;6;1;0;0;1;0;1;https://www.idealista.com/inmueble/110179115/
Piso en Calle del Príncipe de Vergara, Goya, Madrid;Goya;4950;137;2;2;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/103336327/
Piso en Calle de San Roque, 16, Malasaña-Universidad, Madrid;Malasaña;2000;75;1;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/110179109/
Piso en Calle del Doctor Fleming, 47, Nueva España, Madrid;Nueva España;2650;145;3;2;3;1;0;1;0;0;1;https://www.idealista.com/inmueble/109780666/
Piso en Calle del General Ricardos, Vista Alegre, Madrid;Otros Madrid;1300;64;2;2;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/110178881/
Piso en Calle del Espejo, Palacio, Madrid;Palacio;1150;35;1;1;5;1;0;1;1;1;1;https://www.idealista.com/inmueble/99582276/
Piso en La Paz, Madrid;Otros Madrid;2800;153;4;2;7;1;1;0;1;0;0;https://www.idealista.com/inmueble/110178860/
Piso en Calle Teresa López Valcárcel, Legazpi, Madrid;Legazpi;2800;136;3;2;11;1;1;1;1;0;0;https://www.idealista.com/inmueble/110022192/
Piso en Via Gran, Palacio, Madrid;Palacio;4500;110;2;2;9;1;0;1;1;1;0;https://www.idealista.com/inmueble/92378680/
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;3200;95;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/107352386/
Estudio en Calle Carlos Fernández Casado, 36, Valdebebas - Valdefuentes, Madrid;Valdebebas;1185;33;0;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109438862/
Piso en Calle José María Lozano Sainz, 41, Los Ángeles, Madrid;Otros Madrid;960;60;1;1;12;1;1;0;0;0;1;https://www.idealista.com/inmueble/109148568/
Piso en Calle Carlos Fernández Casado, 36, Valdebebas - Valdefuentes, Madrid;Valdebebas;1570;52;1;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109451818/
Piso en Calle de Galileo, Vallehermoso, Madrid;Vallehermoso;4890;230;4;4;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109911547/
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1225;22;0;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109439166/
Piso en Calle de Bravo Murillo, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2300;126;3;2;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109373421/
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1180;21;0;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109439137/
Piso en Calle del Doctor Fleming, 47, Nueva España, Madrid;Nueva España;2650;145;3;2;3;1;0;1;0;0;1;https://www.idealista.com/inmueble/109780666/
Piso en Imperial, Sol, Madrid;Sol;1700;84;1;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/107599010/
Piso en Calle del Espejo, Palacio, Madrid;Palacio;1150;35;1;1;5;1;0;1;1;1;1;https://www.idealista.com/inmueble/99582276/
Estudio en Manuel Fraga Iribarne, 141, Valdebebas - Valdefuentes, Madrid;Valdebebas;907;25;0;1;1;1;1;0;0;1;1;https://www.idealista.com/inmueble/101604857/
Piso en Calle Teresa López Valcárcel, Legazpi, Madrid;Legazpi;2800;136;3;2;11;1;1;1;1;0;0;https://www.idealista.com/inmueble/110022192/
Piso en Manuel Fraga Iribarne, 141, Valdebebas - Valdefuentes, Madrid;Valdebebas;1371;38;1;1;1;1;1;0;0;1;1;https://www.idealista.com/inmueble/103392122/
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;3200;95;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/107352386/
Chalet pareado en Calle de Huelva, Prosperidad, Madrid;Prosperidad;6000;294;5;5;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109869250/
Piso en Calle José María Lozano Sainz, 41, Los Ángeles, Madrid;Otros Madrid;960;60;1;1;12;1;1;0;0;0;1;https://www.idealista.com/inmueble/109148568/
Chalet adosado en Calle de la Fuente del Rey, Aravaca, Madrid;Aravaca;5500;460;7;4;-1;0;1;1;1;0;1;https://www.idealista.com/inmueble/109615967/
Piso en Calle de Galileo, Vallehermoso, Madrid;Vallehermoso;4890;230;4;4;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109911547/
Piso en Calle de Velázquez, Recoletos, Madrid;Recoletos;7500;203;3;3;7;1;0;1;1;0;0;https://www.idealista.com/inmueble/105002711/
Piso en Calle de Bravo Murillo, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2300;126;3;2;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109373421/
Piso en Calle de Orense, Cuzco-Castillejos, Madrid;Castillejos;2600;120;3;2;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/105230782/
Piso en Palacio, Madrid;Palacio;3200;161;2;2;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/108643920/
Piso en Calle del Desengaño, Malasaña-Universidad, Madrid;Malasaña;2700;90;3;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/102488785/
Piso en Vallehermoso, Madrid;Vallehermoso;2100;76;2;2;6;1;0;0;1;0;0;https://www.idealista.com/inmueble/109151784/
Casa o chalet independiente en Avenida del Cardenal Herrera Oria, Peñagrande, Madrid;Otros Madrid;4900;390;5;3;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109540420/
Piso en Doce de Octubre, Niño Jesús, Madrid;Niño Jesús;1380;62;1;1;0;1;0;1;0;0;0;https://www.idealista.com/inmueble/103046584/
Casa o chalet independiente en Avenida del Cardenal Herrera Oria, Peñagrande, Madrid;Otros Madrid;5200;485;5;4;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109540418/
Piso en Castellana, Madrid;Castellana;5000;130;3;2;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109648069/
Ático en Arroyo del Fresno, Madrid;Otros Madrid;4400;219;4;4;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/108540780/
Estudio en Roma, Guindalera, Madrid;Guindalera;1499;67;0;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/95277600/
Chalet adosado en Arroyo del Fresno, Madrid;Otros Madrid;4000;252;4;4;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109927162/
Ático en Calle de Galileo, Arapiles, Madrid;Arapiles;1799;55;1;1;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/104476230/
Piso en Calle de la Alameda, 22, Huertas-Cortes, Madrid;Cortes;2900;180;3;2;3;1;0;1;1;0;0;https://www.idealista.com/inmueble/109174700/
Piso en Calle de Juan Navarro, 27, San Diego, Madrid;Otros Madrid;1360;63;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/104731768/
Piso en Plaza de Pedro Zerolo, Chueca-Justicia, Madrid;Justicia;1950;40;1;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/110179544/
Piso en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2884;85;2;2;2;1;1;1;1;1;0;https://www.idealista.com/inmueble/106992889/
Piso en de las Infantas, Chueca-Justicia, Madrid;Justicia;2500;80;1;1;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/109105255/
Piso en Calle de Evaristo San Miguel, Argüelles, Madrid;Argüelles;2900;87;2;2;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/109136465/
Piso en mayor, Sol, Madrid;Sol;2600;160;3;2;4;1;0;1;1;0;1;https://www.idealista.com/inmueble/90907032/
Piso en Calle Casimiro Mahou Bierhans, 25, Imperial, Madrid;Imperial;2790;61;2;2;0;1;1;1;1;1;0;https://www.idealista.com/inmueble/106992455/
Piso en estrella, Malasaña-Universidad, Madrid;Malasaña;1300;55;1;1;2;1;0;1;1;0;1;https://www.idealista.com/inmueble/95409016/
Piso en Calle Casimiro Mahou Bierhans, 25, Imperial, Madrid;Imperial;2325;52;1;1;1;1;1;1;1;1;0;https://www.idealista.com/inmueble/106992129/
Piso en Calle de la Amnistía, Palacio, Madrid;Palacio;4500;170;3;3;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/98989901/
Piso en El Cañaveral, Madrid;Otros Madrid;1395;100;3;2;2;1;1;1;0;0;0;https://www.idealista.com/inmueble/109564837/
Piso en Calle de Alfonso XII, Jerónimos, Madrid;Jerónimos;4500;170;4;3;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/109494659/
Piso en Calle de la Torrecilla del Leal, Lavapiés-Embajadores, Madrid;Lavapiés;1450;95;2;1;0;1;0;0;0;1;0;https://www.idealista.com/inmueble/106094680/
Piso en Calle de Juan Bravo, Castellana, Madrid;Castellana;7000;174;3;3;3;1;1;1;1;1;0;https://www.idealista.com/inmueble/109997200/
Piso en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2449;54;1;1;1;1;1;1;1;1;0;https://www.idealista.com/inmueble/106992661/
Piso en Calle de Lagasca, Castellana, Madrid;Castellana;2000;105;2;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/109798365/
Piso en Calle del Segre, El Viso, Madrid;El Viso;4500;167;3;2;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/99556534/
Piso en Calle de Fernán González, Ibiza, Madrid;Ibiza;1800;76;3;1;5;1;0;0;0;0;1;https://www.idealista.com/inmueble/97502400/
Piso en Calle de Juan Navarro, 27, San Diego, Madrid;Otros Madrid;1245;30;1;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/104736229/
Piso en Jerónimos, Madrid;Jerónimos;8500;322;4;5;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/107005232/
Piso en El Cañaveral, Madrid;Otros Madrid;920;42;1;1;5;1;1;1;0;0;0;https://www.idealista.com/inmueble/110035043/
Piso en Calle de Colombia, Bernabéu-Hispanoamérica, Madrid;Hispanoamérica;2500;117;3;2;1;1;0;0;0;0;1;https://www.idealista.com/inmueble/109570035/
Chalet pareado en Conde Orgaz-Piovera, Madrid;Otros Madrid;6500;540;6;5;-1;0;1;1;1;0;0;https://www.idealista.com/inmueble/109355323/
Ático en Plaza del General Vara de Rey, 11, Lavapiés-Embajadores, Madrid;Lavapiés;2000;60;2;1;5;1;0;1;1;0;1;https://www.idealista.com/inmueble/109966016/
